Antibody;Ab state;PrEST;Multi-targeting;Gene;Gene desc;ENSG;Uniprot;Protein class;Single cell type Enriched/Enhanced Tissue
HPA021469;502:Failed IH-testing;HPRR2260082;0;AGAP2;ArfGAP with GTPase domain, ankyrin repeat and PH domain 2;ENSG00000135439;Q99490;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Mitochondrial proteins;Predicted intracellular proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014)";Excitatory neurons,NK-cells,Horizontal cells,T-cells,Sertoli cells,Inhibitory neurons
HPA029258;502:Failed IH-testing;HPRR221052;0;RTN4R;reticulon 4 receptor;ENSG00000040608;Q9BZR6;"Disease related genes;Human disease related genes;Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted membrane proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014)";Excitatory neurons,Bipolar cells,Granulosa cells,Muller glia cells
HPA029809;502:Failed IH-testing;HPRR1850052;0;IGSF21;immunoglobin superfamily member 21;ENSG00000117154;Q96ID5;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted intracellular proteins;Protein evidence (Kim et al 2014)";Bipolar cells,Oligodendrocyte precursor cells,Excitatory neurons,Microglial cells
HPA030391;502:Failed IH-testing;HPRR2551561;0;TRIM46;tripartite motif containing 46;ENSG00000163462;Q7Z4K8;"Cytoskeleton related proteins;Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted intracellular proteins;Protein evidence (Kim et al 2014)";Excitatory neurons,Horizontal cells,Late spermatids,Inhibitory neurons,Oligodendrocytes
HPA031832;502:Failed IH-testing;HPRR2850661;0;PMCH;pro-melanin concentrating hormone;ENSG00000183395;P20382;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted secreted proteins";T-cells
HPA031858;502:Failed IH-testing;HPRR2850393;0;CNTNAP4;contactin associated protein family member 4;ENSG00000152910;Q9C0A0;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted membrane proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014)";Oligodendrocytes,Inhibitory neurons
HPA034779;502:Failed IH-testing;HPRR2640007;0;MAPK8IP2;mitogen-activated protein kinase 8 interacting protein 2;ENSG00000008735;Q13387;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted intracellular proteins;Protein evidence (Kim et al 2014);SH3-domain containing proteins";Horizontal cells,Bipolar cells,Rod photoreceptor cells
HPA034979;502:Failed IH-testing;HPRR2850726;0;MBP;myelin basic protein;ENSG00000197971;P02686;"Candidate cardiovascular disease genes;Disease related genes;Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Plasma proteins;Plasma proteins by Leigh Anderson;Predicted intracellular proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014)";Oligodendrocytes
HPA035438;502:Failed IH-testing;HPRR2990128;0;CRH;corticotropin releasing hormone;ENSG00000147571;P06850;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Plasma proteins;Plasma proteins by Leigh Anderson;Predicted secreted proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014)";Syncytiotrophoblasts
HPA036813;502:Failed IH-testing;HPRR2850278;0;NCAN;neurocan;ENSG00000130287;O14594;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Plasma proteins;Predicted intracellular proteins;Predicted secreted proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014)";Astrocytes
HPA038119;502:Failed IH-testing;HPRR2990170;0;NSG2;neuronal vesicle trafficking associated 2;ENSG00000170091;Q9Y328;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted intracellular proteins;Predicted membrane proteins;Protein evidence (Kim et al 2014)";Inhibitory neurons,Oligodendrocyte precursor cells,Horizontal cells,Excitatory neurons,Early spermatids
HPA038613;502:Failed IH-testing;HPRR2930440;0;CREG2;cellular repressor of E1A stimulated genes 2;ENSG00000175874;Q8IUH2;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted secreted proteins;Protein evidence (Kim et al 2014)";Excitatory neurons,Inhibitory neurons,Granulosa cells,Oligodendrocytes
HPA040945;502:Failed IH-testing;HPRR3140802;0;RTN1;reticulon 1;ENSG00000139970;Q16799;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Plasma proteins;Predicted membrane proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014);Transporters";Excitatory neurons,Inhibitory neurons,Oligodendrocytes,Horizontal cells,Oligodendrocyte precursor cells
HPA043009;502:Failed IH-testing;HPRR3250126;0;SLC8A2;solute carrier family 8 member A2;ENSG00000118160;Q9UPR5;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Plasma proteins;Predicted membrane proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014);Transporters";Excitatory neurons,Inhibitory neurons,Bipolar cells,Horizontal cells,Oligodendrocytes
HPA044656;502:Failed IH-testing;HPRR370096;0;FAT2;FAT atypical cadherin 2;ENSG00000086570;Q9NYQ8;"Disease related genes;Human disease related genes;Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Plasma proteins;Predicted membrane proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014)";Squamous epithelial cells,Suprabasal keratinocytes,Basal keratinocytes,Basal squamous epithelial cells,Basal respiratory cells,Extravillous trophoblasts,Serous glandular cells
HPA045135;502:Failed IH-testing;HPRR221171;0;SEZ6L;seizure related 6 homolog like;ENSG00000100095;Q9BYH1;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted membrane proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014)";Oligodendrocyte precursor cells,Excitatory neurons,Inhibitory neurons
HPA046512;502:Failed IH-testing;HPRR1920124;0;RELN;reelin;ENSG00000189056;P78509;"Disease related genes;Human disease related genes;Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Plasma proteins;Plasma proteins by Leigh Anderson;Predicted secreted proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014)";Inhibitory neurons,Lymphatic endothelial cells,Schwann cells
HPA046531;502:Failed IH-testing;HPRR1951711;0;NSG2;neuronal vesicle trafficking associated 2;ENSG00000170091;Q9Y328;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted intracellular proteins;Predicted membrane proteins;Protein evidence (Kim et al 2014)";Inhibitory neurons,Oligodendrocyte precursor cells,Horizontal cells,Excitatory neurons,Early spermatids
HPA046846;502:Failed IH-testing;HPRR2990128;0;CRH;corticotropin releasing hormone;ENSG00000147571;P06850;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Plasma proteins;Plasma proteins by Leigh Anderson;Predicted secreted proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014)";Syncytiotrophoblasts
HPA047081;502:Failed IH-testing;HPRR3420585;0;POU3F2;POU class 3 homeobox 2;ENSG00000184486;P20265;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted intracellular proteins;Protein evidence (Ezkurdia et al 2014);Transcription factors;Transcription factors predicted";Astrocytes,Oligodendrocyte precursor cells,Oligodendrocytes,Muller glia cells,Oocytes,Excitatory neurons
HPA048108;502:Failed IH-testing;HPRR3420641;0;CEND1;cell cycle exit and neuronal differentiation 1;ENSG00000184524;Q8N111;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted membrane proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014)";Horizontal cells,Bipolar cells,Inhibitory neurons,Excitatory neurons
HPA048895;502:Failed IH-testing;HPRR3420703;0;MAPT;microtubule associated protein tau;ENSG00000186868;P10636;"Candidate cardiovascular disease genes;Cytoskeleton related proteins;Disease related genes;FDA approved drug targets;Human disease related genes;Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Mitochondrial proteins;Plasma proteins;Plasma proteins by Leigh Anderson;Predicted intracellular proteins;Predicted secreted proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014)";Late spermatids,Bipolar cells,Horizontal cells,Excitatory neurons,Oligodendrocytes,Inhibitory neurons,Astrocytes,Early spermatids,Muller glia cells,Oligodendrocyte precursor cells
HPA049842;502:Failed IH-testing;HPRR3540060;1;"CBLN4;CBLN2;CBLN1";"cerebellin 4 precursor;cerebellin 2 precursor;cerebellin 1 precursor";"ENSG00000054803;ENSG00000102924;ENSG00000141668";"Q9NTU7;Q8IUK8;P23435";"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Plasma proteins;Predicted intracellular proteins;Predicted secreted proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014)";"Peritubular cells,Inhibitory neurons,Excitatory neurons;Excitatory neurons;Late spermatids,Early spermatids,Spermatocytes"
HPA049846;502:Failed IH-testing;HPRR3720284;0;ADAM11;ADAM metallopeptidase domain 11;ENSG00000073670;O75078;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted membrane proteins;Protein evidence (Kim et al 2014);Transporters";Excitatory neurons,Horizontal cells,Inhibitory neurons,Cardiomyocytes,Astrocytes
HPA049872;502:Failed IH-testing;HPRR3730001;0;B3GAT1;beta-1,3-glucuronyltransferase 1;ENSG00000109956;Q9P2W7;"Enzymes;Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted intracellular proteins;Predicted secreted proteins";Muller glia cells,Oligodendrocytes,Horizontal cells,Excitatory neurons,Oligodendrocyte precursor cells,Bipolar cells,Inhibitory neurons,Astrocytes
HPA050325;502:Failed IH-testing;HPRR3430012;0;ADAM22;ADAM metallopeptidase domain 22;ENSG00000008277;Q9P0K1;"Disease related genes;Human disease related genes;Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Plasma proteins by Leigh Anderson;Predicted intracellular proteins;Predicted membrane proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014)";Inhibitory neurons,Excitatory neurons,Oligodendrocyte precursor cells,Oligodendrocytes
HPA050451;502:Failed IH-testing;HPRR2470125;0;ABCA2;ATP binding cassette subfamily A member 2;ENSG00000107331;Q9BZC7;"Disease related genes;Human disease related genes;Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Plasma proteins;Potential drug targets;Predicted intracellular proteins;Predicted membrane proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014);Transporters";Oligodendrocytes
HPA051489;502:Failed IH-testing;HPRR3790114;0;AKAP5;A-kinase anchoring protein 5;ENSG00000179841;P24588;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Plasma proteins;Predicted intracellular proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014);Transporters";Granulocytes,Intestinal goblet cells,NK-cells,Excitatory neurons
HPA052612;502:Failed IH-testing;HPRR3730333;0;ADGRB2;adhesion G protein-coupled receptor B2;ENSG00000121753;O60241;"G-protein coupled receptors;Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted intracellular proteins;Predicted membrane proteins;Protein evidence (Ezkurdia et al 2014);Transporters";Excitatory neurons,Horizontal cells,Astrocytes,Oligodendrocyte precursor cells,Inhibitory neurons,Bipolar cells
HPA053299;502:Failed IH-testing;HPRR3720286;0;ADAM11;ADAM metallopeptidase domain 11;ENSG00000073670;O75078;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted membrane proteins;Protein evidence (Kim et al 2014);Transporters";Excitatory neurons,Horizontal cells,Inhibitory neurons,Cardiomyocytes,Astrocytes
HPA053434;502:Failed IH-testing;HPRR3421023;0;GRM3;glutamate metabotropic receptor 3;ENSG00000198822;Q14832;"G-protein coupled receptors;Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted intracellular proteins;Predicted membrane proteins;Protein evidence (Kim et al 2014)";Oligodendrocytes,Astrocytes,Excitatory neurons
HPA053614;502:Failed IH-testing;HPRR221171;0;SEZ6L;seizure related 6 homolog like;ENSG00000100095;Q9BYH1;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted membrane proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014)";Oligodendrocyte precursor cells,Excitatory neurons,Inhibitory neurons
HPA053808;502:Failed IH-testing;HPRR3340005;1;"VSNL1;HPCAL4";"visinin like 1;hippocalcin like 4";"ENSG00000116983;ENSG00000163032";"P62760;Q9UM19";"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted intracellular proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014)";"Excitatory neurons,Inhibitory neurons,Basal keratinocytes,Squamous epithelial cells,Basal squamous epithelial cells;Bipolar cells,Horizontal cells,Inhibitory neurons,Excitatory neurons,Distal tubular cells,Sertoli cells,Granulosa cells"
HPA054617;502:Failed IH-testing;HPRR3730331;0;ADGRB2;adhesion G protein-coupled receptor B2;ENSG00000121753;O60241;"G-protein coupled receptors;Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted intracellular proteins;Predicted membrane proteins;Protein evidence (Ezkurdia et al 2014);Transporters";Excitatory neurons,Horizontal cells,Astrocytes,Oligodendrocyte precursor cells,Inhibitory neurons,Bipolar cells
HPA056261;502:Failed IH-testing;HPRR3420585;0;POU3F2;POU class 3 homeobox 2;ENSG00000184486;P20265;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted intracellular proteins;Protein evidence (Ezkurdia et al 2014);Transcription factors;Transcription factors predicted";Astrocytes,Oligodendrocyte precursor cells,Oligodendrocytes,Muller glia cells,Oocytes,Excitatory neurons
HPA056335;502:Failed IH-testing;HPRR3540061;1;"CBLN4;CBLN2;CBLN1";"cerebellin 4 precursor;cerebellin 2 precursor;cerebellin 1 precursor";"ENSG00000054803;ENSG00000102924;ENSG00000141668";"Q9NTU7;Q8IUK8;P23435";"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Plasma proteins;Predicted intracellular proteins;Predicted secreted proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014)";"Peritubular cells,Inhibitory neurons,Excitatory neurons;Excitatory neurons;Late spermatids,Early spermatids,Spermatocytes"
HPA056379;502:Failed IH-testing;HPRR3420701;0;MAPT;microtubule associated protein tau;ENSG00000186868;P10636;"Candidate cardiovascular disease genes;Cytoskeleton related proteins;Disease related genes;FDA approved drug targets;Human disease related genes;Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Mitochondrial proteins;Plasma proteins;Plasma proteins by Leigh Anderson;Predicted intracellular proteins;Predicted secreted proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014)";Late spermatids,Bipolar cells,Horizontal cells,Excitatory neurons,Oligodendrocytes,Inhibitory neurons,Astrocytes,Early spermatids,Muller glia cells,Oligodendrocyte precursor cells
HPA056413;502:Failed IH-testing;HPRR3790189;0;FAM181B;family with sequence similarity 181 member B;ENSG00000182103;A6NEQ2;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted intracellular proteins";Astrocytes,Muller glia cells,Oligodendrocyte precursor cells,Oligodendrocytes,Schwann cells
HPA056767;502:Failed IH-testing;HPRR3890776;0;AGAP2;ArfGAP with GTPase domain, ankyrin repeat and PH domain 2;ENSG00000135439;Q99490;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Mitochondrial proteins;Predicted intracellular proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014)";Excitatory neurons,NK-cells,Horizontal cells,T-cells,Sertoli cells,Inhibitory neurons
HPA057262;502:Failed IH-testing;HPRR2460041;0;EDIL3;EGF like repeats and discoidin domains 3;ENSG00000164176;O43854;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted secreted proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014)";Oligodendrocytes,Oligodendrocyte precursor cells
HPA057596;502:Failed IH-testing;HPRR2930440;0;CREG2;cellular repressor of E1A stimulated genes 2;ENSG00000175874;Q8IUH2;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted secreted proteins;Protein evidence (Kim et al 2014)";Excitatory neurons,Inhibitory neurons,Granulosa cells,Oligodendrocytes
HPA058000;502:Failed IH-testing;HPRR2850278;0;NCAN;neurocan;ENSG00000130287;O14594;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Plasma proteins;Predicted intracellular proteins;Predicted secreted proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014)";Astrocytes
HPA059375;502:Failed IH-testing;HPRR4050128;0;KCNQ3;potassium voltage-gated channel subfamily Q member 3;ENSG00000184156;O43525;"Disease related genes;Human disease related genes;Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Potential drug targets;Predicted membrane proteins;Transporters;Voltage-gated ion channels";Excitatory neurons,Microglial cells,Inhibitory neurons
HPA060294;502:Failed IH-testing;HPRR3790369;0;VSTM2B;V-set and transmembrane domain containing 2B;ENSG00000187135;A6NLU5;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted intracellular proteins";Oligodendrocytes,Oligodendrocyte precursor cells,Excitatory neurons,Inhibitory neurons,Horizontal cells,Bipolar cells
HPA060780;502:Failed IH-testing;HPRR3340004;1;"VSNL1;HPCAL4";"visinin like 1;hippocalcin like 4";"ENSG00000116983;ENSG00000163032";"P62760;Q9UM19";"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted intracellular proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014)";"Excitatory neurons,Inhibitory neurons,Basal keratinocytes,Squamous epithelial cells,Basal squamous epithelial cells;Bipolar cells,Horizontal cells,Inhibitory neurons,Excitatory neurons,Distal tubular cells,Sertoli cells,Granulosa cells"
HPA061629;502:Failed IH-testing;HPRR3830377;0;GPR37L1;G protein-coupled receptor 37 like 1;ENSG00000170075;O60883;"G-protein coupled receptors;Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted membrane proteins;Protein evidence (Kim et al 2014)";Astrocytes,Oligodendrocyte precursor cells,Muller glia cells,Schwann cells,Oligodendrocytes
HPA061801;502:Failed IH-testing;HPRR3750012;0;DNM1;dynamin 1;ENSG00000106976;Q05193;"Cytoskeleton related proteins;Disease related genes;Enzymes;Human disease related genes;Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Plasma proteins;Potential drug targets;Predicted intracellular proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014)";Inhibitory neurons,Excitatory neurons,Horizontal cells,Rod photoreceptor cells,Bipolar cells,Cone photoreceptor cells
HPA062745;502:Failed IH-testing;HPRR4120048;0;LRTM2;leucine rich repeats and transmembrane domains 2;ENSG00000166159;Q8N967;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted intracellular proteins;Predicted membrane proteins";Horizontal cells,Excitatory neurons,Inhibitory neurons,Bipolar cells
HPA063584;502:Failed IH-testing;HPRR4110020;0;RTN4R;reticulon 4 receptor;ENSG00000040608;Q9BZR6;"Disease related genes;Human disease related genes;Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted membrane proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014)";Excitatory neurons,Bipolar cells,Granulosa cells,Muller glia cells
HPA063609;502:Failed IH-testing;HPRR4040684;0;ADGRB1;adhesion G protein-coupled receptor B1;ENSG00000181790;O14514;"Cancer-related genes;G-protein coupled receptors;Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Plasma proteins;Plasma proteins by Leigh Anderson;Predicted membrane proteins;Predicted secreted proteins;Protein evidence (Kim et al 2014)";Oligodendrocyte precursor cells,Astrocytes,Horizontal cells,Excitatory neurons,Inhibitory neurons,Bipolar cells
HPA064153;502:Failed IH-testing;HPRR4200014;0;FAT2;FAT atypical cadherin 2;ENSG00000086570;Q9NYQ8;"Disease related genes;Human disease related genes;Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Plasma proteins;Predicted membrane proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014)";Squamous epithelial cells,Suprabasal keratinocytes,Basal keratinocytes,Basal squamous epithelial cells,Basal respiratory cells,Extravillous trophoblasts,Serous glandular cells
HPA064368;502:Failed IH-testing;HPRR2850726;0;MBP;myelin basic protein;ENSG00000197971;P02686;"Candidate cardiovascular disease genes;Disease related genes;Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Plasma proteins;Plasma proteins by Leigh Anderson;Predicted intracellular proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014)";Oligodendrocytes
HPA064440;502:Failed IH-testing;HPRR2990128;0;CRH;corticotropin releasing hormone;ENSG00000147571;P06850;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Plasma proteins;Plasma proteins by Leigh Anderson;Predicted secreted proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014)";Syncytiotrophoblasts
HPA064518;502:Failed IH-testing;HPRR3340005;1;"VSNL1;HPCAL4";"visinin like 1;hippocalcin like 4";"ENSG00000116983;ENSG00000163032";"P62760;Q9UM19";"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted intracellular proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014)";"Excitatory neurons,Inhibitory neurons,Basal keratinocytes,Squamous epithelial cells,Basal squamous epithelial cells;Bipolar cells,Horizontal cells,Inhibitory neurons,Excitatory neurons,Distal tubular cells,Sertoli cells,Granulosa cells"
HPA065187;502:Failed IH-testing;HPRR3420585;0;POU3F2;POU class 3 homeobox 2;ENSG00000184486;P20265;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted intracellular proteins;Protein evidence (Ezkurdia et al 2014);Transcription factors;Transcription factors predicted";Astrocytes,Oligodendrocyte precursor cells,Oligodendrocytes,Muller glia cells,Oocytes,Excitatory neurons
HPA065228;502:Failed IH-testing;HPRR3720286;0;ADAM11;ADAM metallopeptidase domain 11;ENSG00000073670;O75078;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted membrane proteins;Protein evidence (Kim et al 2014);Transporters";Excitatory neurons,Horizontal cells,Inhibitory neurons,Cardiomyocytes,Astrocytes
HPA065373;502:Failed IH-testing;HPRR3790189;0;FAM181B;family with sequence similarity 181 member B;ENSG00000182103;A6NEQ2;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted intracellular proteins";Astrocytes,Muller glia cells,Oligodendrocyte precursor cells,Oligodendrocytes,Schwann cells
HPA065563;502:Failed IH-testing;HPRR4110243;0;B3GAT1;beta-1,3-glucuronyltransferase 1;ENSG00000109956;Q9P2W7;"Enzymes;Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted intracellular proteins;Predicted secreted proteins";Muller glia cells,Oligodendrocytes,Horizontal cells,Excitatory neurons,Oligodendrocyte precursor cells,Bipolar cells,Inhibitory neurons,Astrocytes
HPA065605;502:Failed IH-testing;HPRR4030392;0;LY6H;lymphocyte antigen 6 family member H;ENSG00000176956;O94772;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Plasma proteins;Predicted intracellular proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014)";Inhibitory neurons,Spermatogonia,Excitatory neurons,Adipocytes,Oligodendrocyte precursor cells,Enteroendocrine cells,Horizontal cells
HPA066338;502:Failed IH-testing;HPRR3730331;0;ADGRB2;adhesion G protein-coupled receptor B2;ENSG00000121753;O60241;"G-protein coupled receptors;Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted intracellular proteins;Predicted membrane proteins;Protein evidence (Ezkurdia et al 2014);Transporters";Excitatory neurons,Horizontal cells,Astrocytes,Oligodendrocyte precursor cells,Inhibitory neurons,Bipolar cells
HPA067092;502:Failed IH-testing;HPRR680310;0;MYT1;myelin transcription factor 1;ENSG00000196132;Q01538;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Plasma proteins;Predicted intracellular proteins;Protein evidence (Kim et al 2014);Transcription factors;Transcription factors predicted";Oligodendrocyte precursor cells,Cone photoreceptor cells,Bipolar cells,Rod photoreceptor cells,Horizontal cells
HPA067940;502:Failed IH-testing;HPRR4260045;0;SOWAHA;sosondowah ankyrin repeat domain family member A;ENSG00000198944;Q2M3V2;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted intracellular proteins";Proximal enterocytes,Horizontal cells,Muller glia cells,Distal enterocytes,Paneth cells,Intestinal goblet cells
HPA068126;502:Failed IH-testing;HPRR4320170;0;SEZ6L;seizure related 6 homolog like;ENSG00000100095;Q9BYH1;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted membrane proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014)";Oligodendrocyte precursor cells,Excitatory neurons,Inhibitory neurons
HPA068781;502:Failed IH-testing;HPRR4350050;0;RELN;reelin;ENSG00000189056;P78509;"Disease related genes;Human disease related genes;Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Plasma proteins;Plasma proteins by Leigh Anderson;Predicted secreted proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014)";Inhibitory neurons,Lymphatic endothelial cells,Schwann cells
HPA068801;502:Failed IH-testing;HPRR3720285;0;ADAM11;ADAM metallopeptidase domain 11;ENSG00000073670;O75078;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted membrane proteins;Protein evidence (Kim et al 2014);Transporters";Excitatory neurons,Horizontal cells,Inhibitory neurons,Cardiomyocytes,Astrocytes
HPA068841;502:Failed IH-testing;HPRR4200017;0;FAT2;FAT atypical cadherin 2;ENSG00000086570;Q9NYQ8;"Disease related genes;Human disease related genes;Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Plasma proteins;Predicted membrane proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014)";Squamous epithelial cells,Suprabasal keratinocytes,Basal keratinocytes,Basal squamous epithelial cells,Basal respiratory cells,Extravillous trophoblasts,Serous glandular cells
HPA069175;502:Failed IH-testing;HPRR3730333;0;ADGRB2;adhesion G protein-coupled receptor B2;ENSG00000121753;O60241;"G-protein coupled receptors;Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted intracellular proteins;Predicted membrane proteins;Protein evidence (Ezkurdia et al 2014);Transporters";Excitatory neurons,Horizontal cells,Astrocytes,Oligodendrocyte precursor cells,Inhibitory neurons,Bipolar cells
HPA069203;502:Failed IH-testing;HPRR2930440;0;CREG2;cellular repressor of E1A stimulated genes 2;ENSG00000175874;Q8IUH2;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted secreted proteins;Protein evidence (Kim et al 2014)";Excitatory neurons,Inhibitory neurons,Granulosa cells,Oligodendrocytes
HPA069468;502:Failed IH-testing;HPRR3730001;0;B3GAT1;beta-1,3-glucuronyltransferase 1;ENSG00000109956;Q9P2W7;"Enzymes;Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted intracellular proteins;Predicted secreted proteins";Muller glia cells,Oligodendrocytes,Horizontal cells,Excitatory neurons,Oligodendrocyte precursor cells,Bipolar cells,Inhibitory neurons,Astrocytes
HPA070335;502:Failed IH-testing;HPRR4320169;0;SEZ6L;seizure related 6 homolog like;ENSG00000100095;Q9BYH1;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted membrane proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014)";Oligodendrocyte precursor cells,Excitatory neurons,Inhibitory neurons
